Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
Cnpy2,0,0,-15.35271636,0,0
Cnr2,15.08732544,7.3386599413,-7.040711611,0,-19.18772486
Cnrip1,0,-10.75729419,-11.38463808,-7.911543571,-18.66304587
Cnst,-12.47878606,-8.631972222,-10.43716925,-12.64493121,-13.20223199
Cntln,-10.17662551,-0.313360351,-11.26362818,0,0
Cntn1,0,-4.974921668,-27.26217112,-18.11212638,-26.36059348
Cntnap1,15.976788922,0,0,0,0
Cntrl,0,-2.666921123,7.7658443803,0,9.9770353427
Cntrob,0,0,0,0,13.859842545
Coa5,0,0,23.5553152,25.480170107,25.931409314
Coa6,0,-8.467741055,0,0,0
Coa7,0,0,8.9421417953,18.758894085,16.139878287
Cobl,0,0,0,-8.768871512,-14.8639873
Cobll1,0,-8.279017979,-9.702437178,-12.10085549,0
Coch,0,0,43.417924338,0,0
Cog6,0,-5.113569565,0,0,0
Cog8,-11.41787125,0,0,0,0
Col1a1,-13.84320631,-26.89887829,0,32.850233439,57.196137936
Col1a2,0,0,0,18.881762727,24.599218453
Col2a1,0,13.67067384,11.680449241,36.555565434,34.401327619
Col3a1,0,-4.273935597,14.503356323,46.501264103,43.430726727
Col4a1,0,0,23.356383815,21.023644818,9.4323082173
Col4a2,27.912885545,0,17.300468999,12.247021408,0
Col4a3,0,26.689616285,-18.22258873,-30.79654156,0
Col4a3bp,0,-14.08872644,-3.293600926,-12.29497349,-9.127750173
Col4a4,-10.08353198,0,-15.28831703,-17.04076904,0
Col4a5,0,0,-14.50013702,0,0
Col4a6,0,-6.350215577,-19.02450505,-16.61982394,-13.83198488
Col5a1,0,0,0,21.728572338,36.602166727
Col5a2,0,0,0,45.447945405,55.507000016
Col6a1,0,-11.30486331,0,0,0
Col6a2,10.610034547,-11.74468287,0,8.7277838898,0
Col6a3,0,-38.72652557,-20.63872619,17.926936496,32.134282701
Col7a1,14.452036582,0,0,0,0
Col8a1,0,0,-14.08895557,0,0
Col8a2,0,0,0,-11.36339282,-18.26511985
Col9a3,0,13.17064116,0,0,0
Col11a2,0,17.830584182,0,0,0
Col12a1,0,-12.47771511,-17.2748021,0,0
Col13a1,15.527275212,0,-7.973000038,0,0
Col14a1,0,-20.33384755,-46.37208333,0,0
Col16a1,-8.09619576,-14.02866495,-15.61526858,0,0
Col17a1,0,-3.859241938,-22.9407643,0,-23.64857262
Col18a1,-11.81078183,0,11.270036581,26.016176577,15.351471436
Col20a1,0,0,0,-28.39827881,-16.19435094
Col22a1,0,0,0,31.984528228,18.538623589
Col23a1,0,-4.655341626,11.311989855,-17.29837861,-15.94972659
Col24a1,0,0,0,0,31.480240705
Col27a1,0,0,-17.48819837,0,0
Colec10,0,0,-18.7791051,-18.19215889,0
Colec12,-14.23892923,-2.210855451,-8.331597689,0,0
Colgalt1,0,0,0,8.9749673742,0
Colgalt2,0,-19.85722403,-49.63136147,-35.78920454,-34.67770663
Colq,0,0,0,-13.69002674,-22.33769323
Commd1,0,0,0,11.007876507,11.609346931
Copa,0,-9.315339064,0,0,0
Copg1,0,0,0,9.6371724795,8.8215648996
Copg2,0,5.1044122473,0,0,0
Copg2os2,-9.518153022,-10.24595907,-44.55178204,0,0
Cops2,-14.89824499,0,0,0,0
Cops6,0,0,0,8.1966519085,0
Cops7a,10.03774191,0,0,0,0
Copz2,0,-14.1803636,-15.97286056,-10.25350178,0
Coq5,0,0,0,0,-8.41914679
Coq7,0,0,0,0,7.657901756
Coq8a,0,0,-25.37554702,-19.42350294,-19.89822937
Coq10b,-13.89305681,12.728325519,12.380714594,0,-11.60211585
Coro1a,25.928820637,4.7097777313,-3.089681679,3.9804429453,44.892541199
Coro1c,0,0,0,10.360841841,0
Coro2a,0,16.672198755,29.006418162,20.580090872,19.523234598
Coro2b,13.317991008,0,0,0,0
Coro7,0,0,0,16.389588057,23.479909629
Cotl1,11.417871252,0,0,15.520032904,51.201394342
Cox4i1,14.671619805,0,0,0,0
Cox5a,0,0,0,0,10.653348014
Cox5b,9.5181530217,0,0,0,0
Cox6a2,0,0,0,0,-15.42668062
Cox6b2,14.331246703,-12.73920378,-21.94198369,-11.5294107,0
Cox6c,0,0,-8.961518258,0,0
Cox7a1,0,0,0,-24.02634933,-20.55907769
Cox7a2,0,-0.209527393,0,0,0
Cox7a2l,9.5181530217,0,-20.70870922,0,0
Cox7b,-11.81078183,0,0,0,0
Cox8b,0,0,-23.68662691,-38.06652414,-43.99886651
Cox10,0,0,0,0,13.76733101
Cox11,-9.518153022,0,0,0,0
Cox15,0,0,12.897025131,0,0
Cox16,-24.82723845,-13.45726015,-22.71685381,-4.803634136,8.9412188187
Cox18,0,16.775526114,31.665416568,12.417703456,0
Cox19,0,0,0,-1.823654539,-0.919250069
Cox20,0,0,0,-12.63826144,-3.15975595
Cp,0,0,10.311634316,23.024522907,0
Cpa2,0,0,0,0,15.907048749
Cpb1,0,-9.009216404,-29.18977542,0,0
Cpd,0,-7.080065632,-17.10247721,0,0
Cpe,0,0,-19.10398828,-17.08113885,-19.98248501
Cpeb1,0,0,0,0,-11.16926998
Cpeb2,-12.86325842,-6.413254953,0,0,0
Cpeb3,-10.61003455,11.408579989,0,0,0
Cpeb4,-15.07258959,29.173566734,17.845330784,0,0
Cped1,0,0,-26.37932425,-15.77923134,-12.83805643
Cplx2,-14.23892923,0,0,0,0
Cplx3,0,0,0,-17.42382972,0
Cpm,-4.207970767,-1.646794425,-49.92222888,-50.00019335,-27.59604551
Cpn1,0,0,0,-18.31061706,-28.60318431
Cpne1,0,-1.185018507,0,0,0
Cpne2,0,0,11.106635183,14.8405677,19.438494278
Cpne3,7.6095161567,15.091037344,13.787821637,0,0
Cpne4,9.5181530217,0,0,0,0
Cpne5,0,-11.83248544,-22.2027836,-32.1050866,-40.12576053
Cpne8,0,0,0,0,-9.610132061
Cpq,0,-14.90242527,0,0,0
Cpsf2,-7.098904782,9.1415500453,17.341762155,11.040106026,12.701690385
Cpsf6,0,-5.636160147,-13.0275646,-12.91158915,-8.955791689
Cpt1c,0,-10.34127108,0,0,0
Cpxm1,13.551677968,0,0,39.285515663,43.024674059
Cpz,0,0,0,0,23.097998408
Cr2,0,0,-30.63301163,-21.36492303,-18.9896663
Cracr2b,0,-9.631918975,-21.27730938,-18.12896831,-23.48681074
Cramp1l,0,-10.05500084,0,0,0
Crb2,0,-13.81051622,7.9416585878,0,0
Crb3,-9.135323372,0,0,0,0
Crbn,0,0,5.851306427,-10.50161894,-11.45187937
Crct1,0,0,24.97841191,0,0
Creb1,0,-7.970036242,-7.032693442,4.5413764992,15.387135013
Creb3,0,0,10.260204251,0,0
Creb3l1,0,0,11.137517922,0,0
Creb3l2,0,-9.553618501,-11.70826849,-0.487403849,-8.268574403
Creb5,0,15.291244506,32.062142262,16.338935859,0
Crebl2,0,-4.744812643,-24.96115167,-28.65442643,-26.12741903
Crebrf,0,0,0,-10.16682891,-15.64691021
Creg1,0,-1.976648415,0,0,-10.12778373
Creg2,0,0,22.290983035,41.132476835,42.996833746
Creld1,0,0,-6.239457293,0,0
Creld2,0,0,18.482917549,0,0
Crem,-24.69303411,25.032826774,31.116401193,8.1884982256,0
Crim1,20.759104075,0,0,-16.5533859,-26.33010586
Crip1,-11.35904112,0,-17.84085236,0,0
Crip2,0,-13.79986519,-13.59668165,0,-12.72583389
Crip3,0,0,-8.405267681,0,-12.7834352
Crispld2,0,0,0,0,-30.37826559
Crk,12.993222735,0,12.442368925,0,-2.407386362
Crkl,0,-10.73971838,0,0,0
Crlf1,0,-8.243288111,-14.73558375,-10.13408193,0
Crlf2,0,0,19.478064827,16.772074031,11.877427891
Crlf3,0,14.270169249,0,0,0
Crls1,0,0,0,9.4811535398,0
Crmp1,0,0,0,0,57.105209935
Crnde,-8.09619576,-12.24926775,-19.30450761,-35.46243671,-31.008886
Crnkl1,7.6095161567,0,0,0,0
Crocc,0,-11.39448848,-23.20607588,-11.24562213,0
Crocc2,-31.24286801,-3.347397363,-14.37164139,0,0
Crot,7.6095161567,0,0,0,0
Crtam,0,0,0,19.780358372,60.485800151
Crtap,0,0,-11.69827614,0,0
Cry1,-10.49472116,6.9905203613,0,0,0
Cry2,0,0,0,-20.01871501,-27.57977819
Cryaa,0,0,0,-9.874864677,0
Cryba4,0,0,16.648552301,0,0
Crybg1,10.03774191,28.437994733,44.672620511,14.621804548,22.512843403
Crybg2,0,0,0,-8.243197818,0
Cryl1,-13.44563125,-9.201878591,-20.56033033,0,0
Crym,0,-10.55061459,0,0,-11.60705893
Cryz,0,-16.63283859,-20.66638129,0,0
Cryzl1,0,-0.868659217,0,0,0
Cs,0,0,0,0,12.046598448
Csad,0,-22.96829187,-26.53506462,-22.06095934,-11.64708685
Csde1,0,-3.166750855,-12.65875567,-12.07270354,-7.862765475
Csf1,-1.740896142,55.517407329,55.068856336,15.989851667,0
Csf1r,-25.67073834,0,0,13.530847994,0
Csf2,16.418420153,59.466870128,0,0,0
Csf2ra,0,0,11.418959559,14.490047566,0
Csf2rb,0,22.7932575,25.602980182,22.618759871,15.24601185
Csf2rb2,0,0,29.463712857,25.295091538,21.712219799
Csf3,0,19.406322551,29.825741147,0,0
Csf3r,15.748825138,21.218721684,24.770038474,29.112163966,0
Csgalnact2,0,3.8078334473,0,-8.628391747,-9.836479789
Csk,-15.161439,0,0,0,11.252065453
Csl,0,0,0,8.4731242081,14.116361307
Csnk1a1,14.713585348,0,0,0,0
Csnk1d,-8.95518111,0,10.48288383,3.3407794226,0
Csnk1e,0,0,0,0,-17.351841
Csnk1g2,0,3.837911358,-9.734466151,0,0
Csnk1g3,0,-22.3658294,0,-7.675138637,0
Csnk2a2,0,-7.519346149,0,0,0
Cspg4,0,-6.822899885,0,0,0
Cspp1,0,-14.10130138,0,0,0
Csprs,10.610034547,34.800668967,73.42239992,38.652049246,24.572496733
Csrnp1,13.968509392,49.208251713,62.987039116,17.685614864,0
Csrnp2,-9.998720163,0,0,0,0
Cst3,0,0,-8.735015396,0,-6.924046461
Cst7,0,13.851946351,36.567510168,24.38271918,63.817960441
Cst8,0,-38.15755199,-44.93689901,-57.88984695,-62.22361255
Cst9,0,0,0,-36.24331145,0
Cstb,-24.33980394,0,36.071587861,33.050121769,22.108586121
Cstf1,0,11.118136398,0,6.152102994,9.9085507811
Cstf2,0,18.751857621,14.800956951,13.789684271,28.237269203
Ctbs,0,0,0,12.197358363,0
Ctc1,0,-8.885505032,0,0,0
Ctdsp2,0,-13.88630024,1.3950551811,9.319617687,-9.216108959
Ctdspl,-13.44563125,-9.55060405,-21.1793702,-20.23201229,-19.11307438
Ctf1,0,-8.943857113,-12.63748426,0,0
Ctgf,0,9.877780092,23.403942355,0,0
Cthrc1,0,-10.83600541,-29.75595765,-14.08849127,0
Ctla4,0,0,0,0,51.148560952
Ctnna1,1.4652356517,0,0,-11.44791901,-13.68320342
Ctnnal1,0,-27.86189313,-25.34776634,-16.58965634,-12.47338163
Ctnnb1,0,6.6091822693,-4.382151821,-12.57727326,-9.191995949
Ctnnbl1,-22.54532405,0,0,0,0
Ctnnd1,0,8.7166279091,0,0,-12.491986
Ctnnd2,0,0,-12.23370404,-10.52329333,0
Ctns,-8.09619576,-4.987222635,0,0,0
Ctps,0,42.738015175,44.701371141,40.463161426,0
Ctrl,0,11.246462679,15.635139748,0,0
Ctsa,13.103343448,0,0,0,8.2678160748
Ctsb,0,0,16.054558755,25.260072874,12.721528259
Ctsc,0,0,15.043619026,17.605278024,23.081419959
Ctsd,1.3481000717,0,0,13.188996189,9.3815464247
Ctse,15.748825138,0,0,0,0
Ctsf,0,0,-31.99865684,-32.0503624,-17.17117881
Ctsh,0,-10.95212331,0,0,11.400851242
Ctsk,-11.8835413,0,0,42.058482801,29.417252423
Ctsm,0,-1.9237045,0,0,0
Ctss,0,3.9426436827,35.777771148,39.558746524,30.269109178
Ctsw,10.494721155,0,12.771089008,0,77.476267038
Ctsz,0,0,24.678165272,21.049343717,17.66731765
Cttn,0,13.765957117,0,15.263273472,0
Cttnbp2,0,0.555035112,-29.943022,-29.77342209,0
Cttnbp2nl,0,0,11.857521648,13.299147521,0
Ctu2,13.539788022,0,0,0,0
Cuedc1,0,0,0,0,-9.678032288
Cul1,-9.518153022,0,0,0,0
Cul3,0,0,0,0,-5.594688975
Cul4b,0,6.880533596,0,0,0
Cul5,0,-5.896047585,-19.59036543,-14.8992832,-5.378643713
Cul7,0,-14.57571793,-9.418322961,0,0
Cul9,0,0,0,-8.929911585,0
Cuta,-11.81078183,0,0,0,0
Cutal,0,-15.31556003,-35.52631541,-20.58899887,0
Cutc,0,11.138569165,19.019960911,0,0
Cux1,13.955877098,8.4743839633,0,0,0
Cux2,0,-6.139291309,-12.52158197,-25.24807101,-23.60648748
Cwc15,0,0,0,-11.52002641,0
Cwc22,0,10.246685882,0,12.740052104,12.796616919
Cwf19l2,0,0,0,-10.51283641,0
Cx3cl1,0,0,0,-26.89521346,-22.61684027
Cx3cr1,0,0,-8.509995997,0,22.613439411
Cxadr,0,31.618106308,17.14492255,0,-1.96325329
Cxcl1,0.035691005,64.241319525,76.837945742,65.353767352,33.932943785
Cxcl2,16.488589895,58.10842948,62.422652968,33.970234669,0
Cxcl3,16.630744258,50.009451533,71.521277901,55.048735625,27.640531212
Cxcl5,33.06551225,42.461655759,44.396337287,49.868568754,0
Cxcl9,0,55.908466249,88.559619548,75.307879278,73.175321093
Cxcl10,0,73.006532761,89.298389286,88.889863377,72.940555897
Cxcl11,0,52.529085338,88.594382665,74.534853936,67.015702255
Cxcl12,0,-9.804371855,-28.04576058,41.582615629,29.672469926
Cxcl13,0,0,71.428799712,70.739211604,52.734117597
Cxcl15,0,-36.88279494,-26.00181478,-13.23713388,0
Cxcl16,14.855221017,33.591169427,45.035070339,44.908310144,32.492993321
Cxcl17,0,0,0,20.892933683,0
Cxcr2,14.671619805,33.93971177,24.863162742,30.536557963,0
Cxcr3,0,0,0,22.599280112,92.782065421
Cxcr5,0,0,0,-22.7585412,0
Cxcr6,0,0,0,0,75.95478245
Cxxc4,0,0,-12.38184916,-13.62953991,-14.54184674
Cxxc5,0,-7.343477309,-10.00956922,0,0
Cyb5a,0,-10.4580492,-17.20940349,-12.63671144,-14.75810349
Cyb5b,-10.61003455,-5.734945477,-7.025925181,-2.470808509,6.1991738533
Cyb5d1,0,-7.120732468,0,0,0
Cyb5r1,0,-2.746394572,0,0,0
Cyb5r3,-10.87136136,0,-12.25763902,0,0
Cyb5r4,0,0,0,0,9.4120945761
Cyb5rl,0,-4.214173403,0,0,0
Cyb561d1,8.5725062583,0,0,0,0
Cyb561d2,-12.47878606,0,0,0,11.621809468
Cyba,0,0,15.360138674,11.405404519,19.730166871
Cybb,-16.34884512,40.353183803,31.806472982,30.438595655,24.906429719
Cybrd1,0,-13.20103036,-37.7369276,-24.50518835,-25.36025316
Cycs,-29.08487037,9.1754128607,19.159795005,17.179085513,0
Cyfip1,-12.85254532,-11.16424752,0,0,0
Cyfip2,0,16.547220455,19.981703839,8.5789365217,58.745059675
Cyhr1,0.9799743217,-16.47868565,-24.73932109,-16.94849865,-10.12319958
Cyld,0,0.5770630027,-8.187385841,-10.1227043,11.780975411
Cyp1a1,0,0,-24.46274329,-36.88197279,-40.04542168
Cyp1b1,0,0,17.288640116,19.334570757,0
Cyp2a4,0,4.280839154,0,-33.93381662,-45.18234905
Cyp2a5,0,-8.098135921,0,-40.66524841,-46.80498821
Cyp2a22,0,0,0,0,-35.76250195
Cyp2b9,0,0,0,0,-34.66563809
Cyp2b10,0,-1.939690719,0,0,-32.86383051
Cyp2b13,-14.37128502,-10.06676129,0,0,-34.94255801
Cyp2c23,-7.609516157,-19.83750303,-30.14938343,-20.29381182,-26.58856004
Cyp2c37,0,1.3816711733,0,0,0
Cyp2d9,0,-10.00783699,-11.32623055,-15.39262559,-31.70026943
Cyp2d10,0,0,0,0,-21.61760312
Cyp2d12,0,0,0,0,-25.42606055
Cyp2d22,-7.748399758,-11.28883045,-17.89153253,-38.95227718,-42.3465173
Cyp2e1,-15.91120276,0,0,0,0
Cyp2f2,-15.40328891,-33.80823275,-48.60613947,-37.42646256,-36.85916877
Cyp2j6,0,4.473305594,0,0,0
Cyp2j9,0,-11.08006885,-13.06305982,0,-18.65332712
Cyp2s1,0,0,0,0,-14.30587089
Cyp3a13,0,0,0,-27.79934892,-47.89553566
Cyp4a10,0,0,0,17.306025745,0
Cyp4b1,0,0,0,-22.55623994,-43.80800111
Cyp4f13,-10.87136136,0,0,0,0
Cyp4f15,0,-10.81561579,-22.80707344,-46.90376334,-31.89998571
Cyp4f18,0,16.718264114,21.678946637,31.934539773,0
Cyp4v3,0,-9.806156488,-13.95881513,-15.83135067,0
Cyp7b1,0,0,38.252760372,64.315474615,40.459097064
Cyp26b1,-16.54161208,0,0,0,0
Cyp27a1,-7.609516157,0,-12.57830989,-16.43627366,-18.80392748
Cyp39a1,0,-16.91263311,-30.22944585,-21.53714254,-17.11392045
Cyp46a1,15.862138978,0,0,0,0
Cyp51,-8.09619576,0,0,0,0
Cyr61,0,23.565855049,22.639450395,0,0
Cys1,0,-20.8182794,-20.36431332,-20.71040481,-38.75658252
Cysltr1,0,0.6816790759,10.153161867,23.701025101,3.6484968267
Cysltr2,0,0,35.750660844,0,26.693820109
Cysrt1,0,0,0,20.48324099,0
CYTB,0,0,-18.01852843,-15.66447141,0
Cyth2,9.9987201633,0,0,0,0
Cyth3,0,-6.672131947,-12.14975546,-16.95810127,-24.03775572
Cyth4,0,7.964026728,24.000715909,27.955568383,36.835852368
Cytip,40.652300687,10.272477447,0,-15.65069301,0
Cytl1,0,0,-20.53144452,-33.9114693,-49.24567371
D030029J20Rik,0,0,-24.89006595,-20.62869772,-17.21602948
D030063E12,0,0.2477628453,0,-8.481436338,0
D1Ertd622e,-8.572506258,7.5128042713,0,0,0
D1Pas1,13.955877098,0,0,0,0
D2hgdh,0,0,0,-9.382171152,0
D3Ertd254e,0,-13.37495907,0,0,0
D3Ertd751e,0,-12.09119046,-26.96936097,-17.79590539,-16.04915831
D5Ertd579e,-23.69072146,-13.42807709,8.3334140815,7.4444242415,1.7329739427
D10Bwg1070e,0,-8.936963205,-15.18689662,-21.24772019,-15.97144447
D10Jhu81e,0,0,-13.22442845,-11.28347391,0
D16Ertd472e,0,27.374192949,25.014275775,8.9174602853,18.59313622
D17H6S56E-5,24.337419867,28.09789048,48.671588547,48.262586726,45.698882542
D17Wsu92e,0,4.6052865053,19.911204201,0,0
D130020L05Rik,0,0,-8.261421094,0,0
D130043K22Rik,0,0,0,-10.21707783,-16.77317978
D130051D11Rik,0,-8.91846927,-11.24669058,-16.61693998,-11.94306164
D130062J21Rik,0,0,-16.46184064,-18.621157,-14.9161391
D230018H15Rik,0,-9.131270195,-22.05092171,-12.42417822,0
D230025D16Rik,0,0,-12.89765967,-12.79375014,-16.49965428
D330013E07Rik,0,-9.527301066,0,0,0
D430019H16Rik,0,-26.3662214,-48.87278266,0,0
D430020J02Rik,0,0,0,24.189884403,40.909359289
D430042O09Rik,18.480877512,-10.46614656,0,0,0
D630029K05Rik,0,0,0,0,-14.34722669
D630039A03Rik,0,-18.29721489,-14.38940087,-31.83084524,-23.1852262
D630045J12Rik,0,0,-10.21402793,-12.60491845,-14.25460696
D830012I24Rik,0,6.3096655201,0,0,0
D830014E11Rik,0,0,-15.32874048,-12.56958341,-11.6352231
D830026I12Rik,0,0,0,-20.53695231,-33.94674587
D830030K20Rik,0,0,9.8635184836,0,0
D830031N03Rik,0,-16.38056737,-21.27109611,0,0
D830050J10Rik,0,6.7882820273,0,0,0
D930016D06Rik,0,0,0,0,5.877260345
D930017F01,0,0,0,-8.393905411,-17.45499843
D930020B18Rik,0,0,0,-14.66557456,-21.23285957
D930021H04Rik,-8.577270918,0,0,-10.72043416,-10.11748154
D930030O05Rik,0,0,0,0,-9.368316175
D930048N14Rik,0,-21.78616018,-25.2303863,0,0
Daam1,33.506424905,-1.234989691,0,-11.11042544,-10.90937326
Daam2,0,0,-14.44900678,-14.48452105,0
Dab2,0,-13.50679225,5.4340196105,23.366382335,8.7204706866
Dab2ip,0,-11.96631955,-9.183882245,0,-14.70402772
Dach1,0,0,-15.50381335,-9.480285476,0
Dact1,0,0,0,0,-7.19711936
Dad1,-10.87136136,0,0,0,0
Dag1,7.6095161567,-6.07273296,0,0,0
Dagla,-18.57122642,0,0,0,0
Daglb,-15.92732045,0,0,0,0
Dalrd3,11.443271128,0,0,-9.125341235,0
Dand5,15.976788922,0,0,0,0
Dapk1,0,4.871843068,0,0,0
Dapk2,0,-7.439135117,0,-13.68166603,0
Dapk3,0,0,12.435703673,0,0
Dapp1,0,22.332685796,28.308737862,20.377783279,19.737575471
Dars,-12.23169771,16.394321298,0,7.4851541559,0
Daw1,0,0,0,-18.59437956,-24.64931985
Daxx,0,47.837500928,71.182329497,30.04799959,0
Dazap1,0,0,0,7.6595114516,14.24764145
Dbf4,0,0,0,30.078242342,59.528095813
Dbn1,0,0,0,11.169777341,0
Dbndd1,0,0,-8.332441068,-13.57547264,0
Dbnl,12.863258418,9.2732625247,23.242082716,0,7.1261010815
Dbp,0,0,-60.94486647,-28.85077677,-50.06147548
Dcaf8,0,-16.34963054,-11.02960355,-18.19716615,-10.19101301
Dcaf10,0,8.9276971186,0,0,0
Dcaf11,0,0,0,-9.011532042,0
Dcaf12,0,8.0491667793,0,-8.357282594,0
Dcaf12l1,-13.59944732,0,0,0,0
Dcaf12l2,-16.4885899,0,0,0,0
Dcaf15,0,0,0,0,14.838402369
Dcaf17,0,-3.205131888,0,0,0
Dcakd,0,0,8.5471980135,0,0
Dcbld2,0,6.2120546271,0,0,0
Dcdc2a,0,0,-15.36860815,-18.33123844,0
Dcdc5,0,0,0,-15.16194827,-16.04030545
Dchs1,0,0,-15.70431469,0,0
Dck,0,40.586473406,60.593759328,57.554738599,41.487332456
Dclk1,0,24.493754589,8.0944921931,30.826155798,36.193293873
Dclk2,9.56524068,0,0,0,0
Dclre1a,0,-1.683585553,0,0,0
Dclre1c,0,12.941980422,20.814823284,9.1212745705,9.0839202687
Dcn,-20.46732254,0,-15.996006,0,-6.000079678
Dcp1a,0,-7.058193388,0,0,0
Dcp2,0,26.206593415,42.227995313,16.459764694,13.335365545
Dctd,0,0,0,23.467651407,28.931749805
Dctn2,14.082999567,0,0,0,0
Dctn5,9.56524068,0,0,0,0
Dctpp1,0,0,0,14.153435684,38.299190307
Dcun1d2,-12.12597432,0,0,0,0
Dcun1d3,-12.12597432,-2.576417234,7.1962091337,0,0
Dcun1d4,0,-15.1356224,-14.34334042,-11.22589063,-8.292419518
Dcun1d5,12.23169771,-6.306535281,0,1.4506758189,5.1141179369
Dcxr,-24.28982129,-26.45419501,-29.01042146,-27.96357809,-14.74640409
Dda1,7.6095161567,0,16.555756766,16.345021139,0
Ddah1,11.443271128,0,0,0,0
Ddah2,0,0,-21.11874972,0,0
Ddb2,0,-3.404661189,-8.434624684,-11.58454448,0
Ddc,0,0,-37.37601058,-25.30936315,-11.51658791
Ddhd1,0,5.7259230713,10.160955777,0,0
Ddhd2,0,0,-16.96574133,-9.439962474,0
Ddias,0,0,0,41.818550824,66.854550461
Ddit3,0,0,37.85456417,23.610398152,0
Ddit4l,-9.518153022,-5.852992431,0,0,0
Ddo,0,-8.640506711,-15.06458147,-6.777042667,-14.84964994
Ddost,8.5772709183,0,0,0,0
Ddr2,0,0,-16.89671778,-8.704456608,0
Ddx3x,-10.49472116,-10.89831601,-10.96424413,-8.326328236,-12.01285349
Ddx4,0,29.027939337,69.103666262,0,0
Ddx5,0,0,-17.28694797,-13.32308455,-12.17387599
Ddx10,0,-3.309858189,0,0,0
Ddx11,0,0,0,17.877721773,25.406966345
Ddx17,0,-11.29229535,-10.87211127,-11.24245933,-9.941411278
Ddx18,13.317991008,0,0,0,0
Ddx19a,0,10.753181069,0,0,0
Ddx19b,0,-4.843891565,0,0,0
Ddx21,0,11.208978081,19.327042809,17.613385919,18.885938849
Ddx24,0,21.612275315,22.499018089,9.18693243,0
Ddx25,33.066650797,0,0,0,0
Ddx27,11.810781827,0,0,0,0
Ddx31,0,0,0,0,6.9440117949
Ddx39,0,0,22.159439376,18.725968632,36.022402488
Ddx46,0,1.2974072187,-14.57820565,-12.57810979,4.9296519987
Ddx47,10.03774191,0,0,0,0
Ddx52,0,11.169850577,0,0,0
Ddx58,0,55.279453938,78.123824562,48.074011436,22.666412983
Ddx60,12.478786063,54.532512255,81.466513944,58.579348991,29.41432621
Decr1,0,-4.964100258,-12.34856214,-7.508827532,-10.45568658
Decr2,10.03774191,-14.48553092,0,0,0
Dedd2,23.38623978,-10.26011212,0,0,0
Def6,21.707638083,0,0,9.6097395351,43.397088653
Defb22,0,21.8600495,0,0,0
Degs2,0,-12.14185964,-11.97803359,-13.93635993,-20.30286092
Dek,37.16974879,0,0,0,13.075571854
Dennd1b,0,0.6907937127,16.405208483,0,0
Dennd1c,0,0,0,0,26.480040155
Dennd2d,0,6.162897086,10.785410634,0,0
Dennd3,-16.17777433,12.41921071,10.071083122,0,-11.96133637
Dennd4a,0,1.3328181153,0,0,0
Dennd4b,0,8.7992864211,0,0,0
Dennd5a,0,0,-7.732435827,0,0
Dennd5b,0,-16.4758966,0,-13.42167159,-17.13668801
Dennd6a,0,0,-11.49352949,0,0
Dennd6b,0,0,20.85306237,0,0
Depdc1a,0,0,0,34.848398802,85.754374911
Depdc1b,0,0,0,29.304455043,80.257397059
Deptor,0,0,-24.05614953,-31.50493674,-29.08908102
Dera,0,0,0,16.609305509,38.112136856
Derl2,0,0,0,-2.702091694,1.4134125097
Derl3,0,-13.64080621,0,0,0
Des,-7.609516157,0,0,0,0
Desi1,0,0,0,0,15.748808518
Desi2,0,0,0,3.4459378763,8.8926353804
Deup1,0,0,0,19.000782639,18.920815135
Dexi,0,-10.35025018,-8.053005022,0,0
Dffa,-8.09619576,0,0,0,0
Dgat2,-16.21176455,0.899676633,-16.26562917,-30.14187552,-33.80634891
Dgcr2,0,-6.252133006,0,8.7121201268,9.0658393089
Dgcr6,-10.17662551,0,0,0,0
Dgcr8,0,-10.02584557,0,0,0
Dgka,0,0,0,-14.06050863,0
Dgkb,0,0,-24.54823887,-21.19375525,-25.79418057
Dgke,0,0,0,0,-8.786390863
Dgkg,-14.45203658,-15.14836471,-22.84902173,-35.2486731,-52.08245859
Dgkh,0,0,0,0,-13.87504244
Dgkz,9.5181530217,7.6550636793,0,0,0
Dguok,0,0,0,0,-9.428548113
Dhcr7,0,-13.84592754,0,0,0
Dhdds,9.1353233717,0,0,0,0
Dhfr,0,0,41.799305168,41.819261574,41.281682973
Dhh,-10.61003455,0,0,0,0
Dhps,7.6095161567,0,0,0,0
Dhrs3,13.317991008,-16.6868745,-19.68179692,-21.60684288,-20.75017474
Dhrs4,-8.577270918,0,0,0,0
Dhrs7,0,0,-10.00424463,-11.65931031,0
Dhrs9,0,12.000402667,12.424025253,0,0
Dhrs11,0,8.029446884,0,0,0
Dhtkd1,0,0,-13.98347652,0,0
Dhx8,0,5.681840562,0,0,0
Dhx15,12.125974322,0,0,0,0
Dhx33,-8.572506258,0,0,0,0
Dhx34,8.5772709183,0,0,0,0
Dhx36,14.798240785,0,0,0,0
Dhx40,-8.572506258,0,0,0,0
Dhx58,0,57.869061601,91.987148551,74.779429784,46.302788273
Diaph2,-10.49472116,0,0,0,0
Diaph3,0,0,0,30.195691406,55.030746333
Dido1,7.0989047817,-3.808392376,0,0,0
Dio2,0,23.485073223,56.566091815,46.393856597,0
Dio3,0,0,0,26.502349917,0
Dip2a,0,-13.84339641,0,0,0
Dip2b,0,-27.81534806,-10.75540388,0,0
Dip2c,-21.19953921,0,-12.39399239,-11.10417107,-11.93822503
